4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.314612191463883661e+01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-2.371245379488488325e+01
5.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.956946326730312435e+01
6.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-2.116656266347433757e+01
4.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,-3.474608632808816822e+01
8.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.457001988121519886e+01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-2.951364925991680366e+01
7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-1.635411173437664800e+01
3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-3.537886035385286476e+01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.505920577818062789e+01
8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.271887111850458396e+01
2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-4.265886786246319673e+01
9.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-4.176839653218543447e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.079817777729767059e+01
5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.433961529429814874e+01
9.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-3.183331411618580731e+01
4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.276097963148237824e+01
8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.946735861687435687e+01
0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-3.583392404406183829e+01
6.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,-2.677282300995751996e+01
9.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.969626347107196906e+01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.376483945951409282e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.673889328216592887e+01
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-3.065481024437497126e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.110612453208603867e+01
5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-2.468212896846722870e+01
8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,-2.351020495707080471e+01
6.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-3.678800674612547539e+01
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.261185677194326615e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.720081307420943162e+01
8.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-3.775208577624513850e+01
7.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.566414626568441193e+01
9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.340175793198097409e+01
8.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-2.983235035433837012e+01
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.662075453381391554e+01
5.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.517325354602948018e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-3.285603403273601231e+01
9.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-1.204288919120295276e+01
6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,-3.514465500665468767e+01
0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,-3.486656263870271033e+01
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.943734101187058272e+01
4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.565565659882621041e+01
3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-2.673521659873279077e+01
6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.956502973253225264e+01
7.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-3.209068820941426026e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.504659887291196085e+01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-1.995746911351138664e+01
4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.526829887017539455e+01
6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.703819921352832978e+01
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.322289119198960705e+01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.991689063644664515e+01
5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.469127672320883704e+01
7.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,-3.924857806855398934e+01
9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.998240669247323709e+01
9.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.952192182025202882e+01
6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.705490516283225588e+01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-2.167070940679691660e+01
4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.297355764773780784e+01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-1.094540664093442039e+01
6.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-3.116748814966532777e+01
